batch,reward
0,18.578657507896423
1,18.51603090763092
2,18.8296839594841
3,18.88577789068222
4,18.822449445724487
5,19.031649827957153
6,19.08653974533081
7,19.324687123298645
8,19.459711015224457
9,19.660566747188568
10,19.681699573993683
11,20.01127004623413
12,20.299093425273895
13,20.231758058071136
14,20.498234033584595
15,20.913995802402496
16,21.063850820064545
17,21.239450573921204
18,21.391119062900543
19,21.62618488073349
20,22.03797698020935
21,22.28039652109146
22,22.610734403133392
23,22.80191332101822
24,23.183628916740417
25,23.31877499818802
26,23.77094179391861
27,23.826655745506287
28,24.200019240379333
29,24.27675426006317
30,24.478383362293243
31,24.71499592065811
32,24.9233677983284
33,25.138798356056213
34,25.265786051750183
35,25.431662797927856
36,25.49031972885132
37,25.429919362068176
38,25.70127248764038
39,25.73520541191101
40,25.978532433509827
41,25.951889157295227
42,26.007625460624695
43,25.903144478797913
44,26.194089651107788
45,26.00306272506714
46,25.960952043533325
47,26.12603008747101
48,26.00288987159729
49,26.128828525543213
50,26.158392429351807
51,26.186543703079224
52,26.11394226551056
53,26.05021595954895
54,26.1391282081604
55,26.177379488945007
56,26.118114590644836
57,26.256155967712402
58,26.25795304775238
59,26.211994886398315
60,26.123446226119995
61,26.206713914871216
62,26.14995837211609
63,26.241907477378845
64,26.267364621162415
65,26.222288608551025
66,26.063084602355957
67,26.222535967826843
68,26.17751657962799
69,26.49153769016266
70,26.08720064163208
71,26.162609457969666
72,26.28859281539917
73,26.323610544204712
74,26.253575086593628
75,26.24659538269043
76,26.2747585773468
77,26.362687349319458
78,26.283469796180725
79,26.21191442012787
80,26.187539100646973
81,26.356852054595947
82,26.13651156425476
83,26.242688298225403
84,26.179680228233337
85,26.250389218330383
86,26.245471835136414
87,26.36483609676361
88,26.291179656982422
89,26.171696186065674
90,26.18541419506073
91,26.218530535697937
92,26.312193274497986
93,26.212355494499207
94,26.07378661632538
95,26.074686646461487
96,26.36736035346985
97,26.084208488464355
98,26.329219341278076
99,26.17610991001129
