node,selected_hi,confidence
78,substructure,0.6564621925354004
79,bearings,0.6878816485404968
80,substructure,0.5685178637504578
81,superstructure,0.46012812852859497
82,substructure,0.8706908226013184
83,bearings,0.544902503490448
84,substructure,0.7461598515510559
85,substructure,0.5462685823440552
86,deck,0.2496310919523239
87,bearings,0.45538410544395447
88,substructure,0.571917712688446
89,bearings,0.5059171915054321
90,bearings,0.33655425906181335
91,substructure,0.6590490937232971
92,substructure,0.555099368095398
93,bearings,0.337662011384964
94,bearings,0.3559071123600006
95,substructure,0.6137127876281738
96,substructure,0.5373784303665161
97,substructure,0.5789468288421631
98,substructure,0.24551832675933838
99,bearings,0.4900018870830536
100,substructure,0.5689113140106201
101,substructure,0.4977172315120697
102,substructure,0.6532623171806335
103,BHI_aggregate,0.5045861601829529
104,bearings,0.5061550736427307
105,bearings,0.5700114965438843
106,bearings,0.46860527992248535
107,superstructure,0.2531435489654541
108,substructure,0.7583640217781067
109,bearings,0.44497668743133545
110,substructure,0.7371900677680969
111,bearings,0.5776298642158508
112,substructure,0.41254106163978577
113,bearings,0.495914101600647
114,bearings,0.3585938513278961
115,substructure,0.652738094329834
116,substructure,0.62253338098526
117,substructure,0.6552169919013977
118,bearings,0.4052649736404419
119,superstructure,0.3731310963630676
120,superstructure,0.23559768497943878
121,substructure,0.46824613213539124
122,substructure,0.4215897023677826
123,bearings,0.49923524260520935
124,substructure,0.25045275688171387
125,bearings,0.3666727840900421
126,deck,0.22729365527629852
127,bearings,0.8143426775932312
128,bearings,0.43766701221466064
129,bearings,0.5238916277885437
130,bearings,0.46883219480514526
131,BHI_aggregate,0.9725965261459351
132,substructure,0.5519440770149231
133,substructure,0.2838548719882965
134,superstructure,0.37828266620635986
135,BHI_aggregate,0.9739116430282593
136,substructure,0.545971155166626
137,substructure,0.6519055366516113
138,substructure,0.6755050420761108
139,bearings,0.577283501625061
140,BHI_aggregate,0.2208525538444519
141,bearings,0.4851558208465576
142,bearings,0.3353729248046875
143,bearings,0.6945573687553406
144,substructure,0.681348979473114
145,substructure,0.5440531969070435
146,bearings,0.5718629360198975
147,substructure,0.45958980917930603
148,bearings,0.4544457197189331
149,substructure,0.46674036979675293
150,bearings,0.4336026608943939
151,bearings,0.35479381680488586
152,substructure,0.5917993783950806
153,superstructure,0.29263973236083984
154,substructure,0.45323747396469116
155,superstructure,0.3639675974845886
156,bearings,0.3889065980911255
157,substructure,0.7827681303024292
158,bearings,0.3831135630607605
159,bearings,0.584007203578949
160,substructure,0.5444374680519104
161,bearings,0.5287002921104431
162,bearings,0.46605393290519714
163,substructure,0.7786157131195068
164,substructure,0.5090569257736206
165,bearings,0.5300840735435486
166,substructure,0.4592287242412567
167,bearings,0.47001391649246216
168,substructure,0.7596022486686707
169,bearings,0.42996716499328613
170,bearings,0.35785767436027527
171,substructure,0.25325867533683777
172,deck,0.30757638812065125
173,deck,0.31423211097717285
174,superstructure,0.2932676672935486
175,bearings,0.5780845880508423
176,bearings,0.2710421085357666
177,bearings,0.4137008786201477
178,substructure,0.6289786100387573
179,bearings,0.5005536675453186
180,bearings,0.35206565260887146
181,deck,0.31525281071662903
182,superstructure,0.30602994561195374
183,bearings,0.5162868499755859
184,superstructure,0.4509236216545105
185,substructure,0.5972295999526978
186,substructure,0.33467739820480347
187,bearings,0.3397713601589203
188,bearings,0.3039231598377228
189,deck,0.2597154378890991
190,substructure,0.2740274667739868
191,substructure,0.9393788576126099
192,bearings,0.6673193573951721
193,substructure,0.819591224193573
194,substructure,0.43834295868873596
195,superstructure,0.47563472390174866
196,substructure,0.5109620094299316
197,substructure,0.29058659076690674
198,substructure,0.5495561957359314
199,substructure,0.4699231684207916
200,substructure,0.638948917388916
201,substructure,0.6517168879508972
202,superstructure,0.2853606343269348
203,substructure,0.8795416951179504
204,bearings,0.5330581068992615
205,bearings,0.42548081278800964
206,bearings,0.39849570393562317
207,superstructure,0.4118613004684448
208,bearings,0.4320564270019531
209,substructure,0.5514659285545349
210,substructure,0.6008527278900146
211,bearings,0.5573818683624268
212,substructure,0.3838770389556885
213,superstructure,0.36181166768074036
214,substructure,0.5421794652938843
215,superstructure,0.465259850025177
216,bearings,0.21724878251552582
217,substructure,0.49639788269996643
218,bearings,0.39298635721206665
219,bearings,0.4053017497062683
220,substructure,0.2838178277015686
221,substructure,0.6805741786956787
222,substructure,0.5471627116203308
223,bearings,0.7313932776451111
224,bearings,0.5686808228492737
225,substructure,0.30743408203125
226,bearings,0.4944215416908264
227,bearings,0.5508482456207275
228,substructure,0.5943923592567444
229,substructure,0.708669900894165
230,bearings,0.24101139605045319
231,bearings,0.4559786021709442
232,substructure,0.8539186120033264
233,deck,0.26344743371009827
234,substructure,0.7071004509925842
235,bearings,0.42471492290496826
236,bearings,0.32664841413497925
237,bearings,0.4015624523162842
238,bearings,0.25193122029304504
239,bearings,0.5522598028182983
240,substructure,0.7812504768371582
241,bearings,0.46516406536102295
242,bearings,0.348201185464859
243,substructure,0.4503985345363617
244,substructure,0.6242958307266235
245,bearings,0.4153783917427063
246,substructure,0.21546779572963715
247,deck,0.2607956528663635
