batch,reward
0,19.078469276428223
1,19.08080279827118
2,19.37500834465027
3,19.475136697292328
4,19.642089307308197
5,19.711855053901672
6,19.799718260765076
7,19.856305420398712
8,19.976012408733368
9,20.160356163978577
10,20.29190957546234
11,20.420683920383453
12,20.45738250017166
13,20.47632783651352
14,20.817305147647858
15,21.108879148960114
16,21.108879148960114
17,21.198754012584686
18,21.15267813205719
19,21.58513218164444
20,21.54446244239807
21,21.902860701084137
22,21.860191226005554
23,22.112391889095306
24,22.30726182460785
25,22.526119649410248
26,22.616630792617798
27,22.74142950773239
28,22.753793001174927
29,22.943906486034393
30,23.241867125034332
31,23.326773941516876
32,23.368066549301147
33,23.534861207008362
34,23.666679859161377
35,23.71021807193756
36,23.628179728984833
37,23.835289478302002
38,23.932242393493652
39,23.93004298210144
40,24.003233015537262
41,23.884481191635132
42,24.15952980518341
43,23.953968286514282
44,24.319183826446533
45,24.05548095703125
46,24.097809195518494
47,24.447831511497498
48,24.241933226585388
49,24.339644610881805
50,24.21218901872635
51,24.260422587394714
52,24.229899048805237
53,24.28995370864868
54,24.39703941345215
55,24.4476780295372
56,24.295832216739655
57,24.341872334480286
58,24.429312348365784
59,24.40533936023712
60,24.53836500644684
61,24.46884512901306
62,24.34159368276596
63,24.58013892173767
64,24.597132205963135
65,24.572457373142242
66,24.443519115447998
67,24.453105032444
68,24.44441169500351
69,24.484097957611084
70,24.33314323425293
71,24.42067116498947
72,24.448539316654205
73,24.49445128440857
74,24.416744709014893
75,24.277710914611816
76,24.63875710964203
77,24.305133521556854
78,24.476051330566406
79,24.698631465435028
80,24.329960346221924
81,24.372375011444092
82,24.505801498889923
83,24.428273737430573
84,24.482502043247223
85,24.363061785697937
86,24.510304629802704
87,24.338917434215546
88,24.486318230628967
89,24.30088073015213
90,24.441882967948914
91,24.512983858585358
92,24.41176176071167
93,24.49372112751007
94,24.506406486034393
95,24.538344144821167
96,24.512559175491333
97,24.357934296131134
98,24.332736432552338
99,24.43442940711975
