batch,reward
0,2.722410261631012
1,2.7864405512809753
2,2.887788712978363
3,2.998429536819458
4,3.0624747276306152
5,3.1418046355247498
6,3.2220929861068726
7,3.276185691356659
8,3.319505453109741
9,3.3906731009483337
10,3.415953814983368
11,3.4674465656280518
12,3.507288694381714
13,3.5335126519203186
14,3.564513325691223
15,3.5991936922073364
16,3.6125263571739197
17,3.6354058980941772
18,3.65901917219162
19,3.673328161239624
20,3.6818188428878784
21,3.7096041440963745
22,3.7161386013031006
23,3.726501762866974
24,3.7393349409103394
25,3.752228021621704
26,3.7597811222076416
27,3.769516944885254
28,3.776794970035553
29,3.785969316959381
30,3.7950825691223145
31,3.8035747408866882
32,3.810247480869293
33,3.822944462299347
34,3.8312405347824097
35,3.8372373580932617
36,3.8456395268440247
37,3.8561823964118958
38,3.8616767525672913
39,3.864537477493286
40,3.871510326862335
41,3.8799387216567993
42,3.8841280341148376
43,3.8862913846969604
44,3.8918134570121765
45,3.896866738796234
46,3.898806869983673
47,3.9027804136276245
48,3.9060062170028687
49,3.9058589935302734
50,3.909752368927002
51,3.9118537306785583
52,3.912358582019806
53,3.9147913455963135
54,3.9140477776527405
55,3.9154574275016785
56,3.91754150390625
57,3.917756974697113
58,3.9182043075561523
59,3.918408453464508
60,3.9194729924201965
61,3.9185842871665955
62,3.920045793056488
63,3.92037034034729
64,3.9212259650230408
65,3.920743763446808
66,3.9212411642074585
67,3.9206790924072266
68,3.921036124229431
69,3.921820819377899
70,3.9220207929611206
71,3.922014534473419
72,3.9219313859939575
73,3.9222118258476257
74,3.9225193858146667
75,3.9221403002738953
76,3.922383189201355
77,3.92328679561615
78,3.92314612865448
79,3.9238983392715454
80,3.92439603805542
81,3.924369513988495
82,3.9241209626197815
83,3.9244291186332703
84,3.9244920015335083
85,3.9251387119293213
86,3.9256909489631653
87,3.925696909427643
88,3.9268040657043457
89,3.9278656244277954
90,3.927934169769287
91,3.928198218345642
92,3.9312249422073364
93,3.9316853880882263
94,3.9320433139801025
95,3.934314548969269
96,3.9369922876358032
97,3.9384424686431885
98,3.941311836242676
99,3.945596218109131
