batch,reward
0,1.5190516412258148
1,1.8311332166194916
2,2.2341200709342957
3,2.8324049711227417
4,2.0435476303100586
5,2.9853281378746033
6,2.578287422657013
7,2.33407661318779
8,2.6644015312194824
9,3.5605311393737793
10,3.0481669306755066
11,3.194984793663025
12,3.5042747855186462
13,3.414474129676819
14,3.7848594784736633
15,3.3044153451919556
16,3.576013445854187
17,3.7029990553855896
18,4.107535481452942
19,3.7924817204475403
20,3.800780177116394
21,3.6354976892471313
22,4.2328256368637085
23,4.014074206352234
24,3.8960814476013184
25,3.9363351464271545
26,4.2860522866249084
27,4.457758367061615
28,4.4111937284469604
29,4.204375743865967
30,4.20922189950943
31,4.446815848350525
32,4.6274250745773315
33,4.586980938911438
34,4.397519528865814
35,4.361208081245422
36,4.668699204921722
37,4.42460298538208
38,4.399891495704651
39,4.624802470207214
40,4.668563008308411
41,4.6598440408706665
42,4.669503271579742
43,4.628998637199402
44,4.667794108390808
45,4.668689668178558
46,4.6690768003463745
47,4.668991565704346
48,4.669392704963684
49,4.668918251991272
50,4.668979644775391
51,4.57901656627655
52,4.669435620307922
53,4.627756178379059
54,4.456542134284973
55,4.627413749694824
56,4.669849276542664
57,4.402011036872864
58,4.669522643089294
59,4.405365586280823
60,4.6685996651649475
61,4.662159979343414
62,4.668927788734436
63,4.541281759738922
64,4.670032858848572
65,4.669069349765778
66,4.424948692321777
67,4.432953298091888
68,4.669162333011627
69,4.623584747314453
70,4.44693386554718
71,4.661054611206055
72,4.669416844844818
73,4.668603837490082
74,4.667080938816071
75,4.668245911598206
76,4.667944014072418
77,4.448555111885071
78,4.668765962123871
79,4.667418897151947
80,4.625979959964752
81,4.6601614356040955
82,4.6670326590538025
83,4.668759703636169
84,4.424195885658264
85,4.666533470153809
86,4.440639913082123
87,4.456829130649567
88,4.667889475822449
89,4.668332636356354
90,4.377812743186951
91,4.577844142913818
92,4.668651521205902
93,4.6687012910842896
94,4.667817056179047
95,4.667896628379822
96,4.66829240322113
97,4.667038917541504
98,4.667845666408539
99,4.666585028171539
