train_batch,train_reward_normalized
0,2.4455202743411064
1,5.482107400894165
2,8.323425054550171
3,11.361539363861084
4,14.657653868198395
5,17.60258823633194
6,20.182238519191742
7,21.460407972335815
8,23.004986345767975
9,23.527638614177704
10,25.12434720993042
11,25.94332993030548
12,26.35466456413269
13,27.126139402389526
14,26.997140049934387
15,27.312159538269043
16,27.810117602348328
17,27.69429385662079
18,28.02307903766632
19,28.45640480518341
20,28.670144081115723
21,28.434303402900696
22,27.83055007457733
23,28.547662496566772
24,28.841295838356018
25,28.628936409950256
26,28.87428104877472
27,28.966796398162842
28,28.82249355316162
29,28.469008207321167
30,28.76816689968109
31,28.808581829071045
32,28.83966863155365
33,28.810086846351624
34,29.20248508453369
35,29.072123765945435
36,29.402559995651245
37,29.501691460609436
38,30.002397298812866
39,30.210500955581665
40,30.114513635635376
41,30.00195026397705
42,29.88021969795227
43,29.90756332874298
44,29.68219220638275
45,29.951104521751404
46,30.013257265090942
47,30.320805311203003
48,30.45518696308136
49,30.424004793167114
50,30.420032143592834
51,30.810707807540894
52,30.8001846075058
53,30.789944529533386
54,30.720391869544983
55,30.68549633026123
56,30.698654055595398
57,30.61310052871704
58,30.549901723861694
59,30.538523197174072
60,30.44866919517517
61,30.62833845615387
62,30.526846647262573
63,30.38794696331024
64,30.40100336074829
65,30.397051572799683
66,30.256909132003784
67,30.400866270065308
68,30.3580105304718
69,30.231350660324097
70,30.374521017074585
71,30.191820859909058
72,30.35520911216736
73,30.281850695610046
74,30.15749454498291
75,30.283400416374207
76,30.100837349891663
77,30.110344290733337
78,30.231165885925293
79,30.229777097702026
