train_batch,train_reward_normalized
0,20.579636096954346
1,21.21717929840088
2,21.358563005924225
3,22.000370919704437
4,22.320730984210968
5,23.064614832401276
6,23.44643920660019
7,23.912249505519867
8,24.575941264629364
9,25.09980797767639
10,24.974535405635834
11,25.174933671951294
12,25.777319073677063
13,25.976207852363586
14,26.077735424041748
15,26.341858506202698
16,26.558762788772583
17,26.6535222530365
18,26.513823866844177
19,26.378774642944336
20,26.423826813697815
21,26.226335763931274
22,25.859862565994263
23,25.79636573791504
24,25.978270173072815
25,26.13826096057892
26,26.43711268901825
27,26.707741618156433
28,26.467975974082947
29,26.458245515823364
30,26.524871587753296
31,26.415112614631653
32,26.159432530403137
33,26.4072448015213
34,26.285815238952637
35,26.660487055778503
36,27.049797773361206
37,27.291229367256165
38,27.5575190782547
39,27.771827578544617
40,27.89309024810791
41,27.783343195915222
42,27.960339188575745
43,27.771785855293274
44,27.965834736824036
45,27.914944291114807
46,27.882295846939087
47,28.226053714752197
48,28.261548280715942
49,28.22725772857666
50,28.158625960350037
51,28.11998724937439
52,28.16157042980194
53,27.868229150772095
54,27.78298556804657
55,27.60830521583557
56,27.74099111557007
57,27.791452407836914
58,27.84053683280945
59,27.965223789215088
60,28.009596467018127
61,27.710428833961487
62,27.647587656974792
63,27.732503414154053
64,27.78133451938629
65,27.75118052959442
66,27.5726318359375
67,27.541372179985046
68,27.54877507686615
69,27.470889687538147
70,27.572351694107056
71,27.324798703193665
72,27.27508842945099
73,27.186384797096252
74,27.238169312477112
75,27.243483066558838
76,27.278539538383484
77,27.3053377866745
78,27.2285133600235
79,27.32466459274292
80,27.210718393325806
81,27.333518862724304
82,27.38800048828125
83,27.472862601280212
84,27.40136981010437
85,27.352038025856018
86,27.376797795295715
87,27.257847785949707
88,27.28964388370514
89,27.170953154563904
90,27.276816964149475
91,27.26789116859436
92,27.310657501220703
93,27.242225408554077
94,27.30461061000824
95,27.281513810157776
96,27.218404412269592
97,27.1510511636734
98,27.30807363986969
99,27.213874459266663
