batch,reward
0,2.705785632133484
1,2.6268786191940308
2,3.281033933162689
3,2.0396773517131805
4,1.764911711215973
5,2.4792928993701935
6,3.10896098613739
7,2.3278340697288513
8,2.8540468215942383
9,3.321949541568756
10,3.125978410243988
11,3.702274262905121
12,3.4158390760421753
13,3.41589093208313
14,2.9782208800315857
15,3.295108675956726
16,4.204588830471039
17,3.7715086340904236
18,3.9887386560440063
19,4.412742257118225
20,3.959222435951233
21,3.995230793952942
22,3.9954280853271484
23,4.027538299560547
24,3.4934601187705994
25,4.1682857275009155
26,4.281198978424072
27,4.4583529233932495
28,4.582790732383728
29,4.66705709695816
30,4.104058146476746
31,4.619022309780121
32,4.624225497245789
33,4.360716938972473
34,4.6238890290260315
35,4.624658524990082
36,4.444641470909119
37,4.585534930229187
38,4.585436284542084
39,4.448448121547699
40,4.668782651424408
41,4.660255312919617
42,4.58683967590332
43,4.457196295261383
44,4.624787271022797
45,4.422308802604675
46,4.587281346321106
47,4.668648838996887
48,4.669428467750549
49,4.66943085193634
50,4.6686044335365295
51,4.661734700202942
52,4.667852818965912
53,4.627339243888855
54,4.668594300746918
55,4.668915271759033
56,4.668386876583099
57,4.669735431671143
58,4.669735431671143
59,4.437988698482513
60,4.670427441596985
61,4.661431312561035
62,4.669009745121002
63,4.669392108917236
64,4.669428467750549
65,4.669416546821594
66,4.627188742160797
67,4.669355750083923
68,4.66901957988739
69,4.669735431671143
70,4.6293944120407104
71,4.620269238948822
72,4.670470356941223
73,4.669735431671143
74,4.669108986854553
75,4.434259533882141
76,4.669085144996643
77,4.450827240943909
78,4.669362902641296
79,4.629820287227631
80,4.668558239936829
81,4.661780297756195
82,4.6693554520606995
83,4.669007658958435
84,4.669735431671143
85,4.669392704963684
86,4.669355750083923
87,4.669735431671143
88,4.669735431671143
89,4.669735431671143
90,4.669735431671143
91,4.661840796470642
92,4.669735431671143
93,4.669355750083923
94,4.669427871704102
95,4.669735431671143
96,4.669735431671143
97,4.434259533882141
98,4.669735431671143
99,4.4476136565208435
