"structure_number","year0","year1","deck0","deck1"
"08202 001 29634",2009,2010,"7","7"
"08203B001 29604",2009,2010,"6","5"
"07108A125 02193",2009,2010,"6","6"
"08995C01EX00592",2009,2010,"6","6"
"08996 123 00533",2009,2010,"6","6"
"08997 001 30493",2009,2010,"7","7"
"09000 001 30468",2009,2010,"7","7"
"09002 001 30443",2009,2010,"6","6"
"09007 001 30418",2009,2010,"6","6"
"09011 001 30398",2009,2010,"7","7"
"09012 001 30388",2009,2010,"7","7"
"09015A001 30686",2009,2010,"6","6"
"13514L002 00683",2009,2010,"7","7"
"13516 002 00582",2009,2010,"6","6"
"13516A064 02159",2009,2010,"7","7"
"13516C064C02151",2009,2010,"7","7"
"13516D064C02159",2009,2010,"7","7"
"13516F064C02138",2009,2010,"7","7"
"16526 001 30759",2009,2010,"6","6"
"07040 01EX00020",2009,2010,"7","7"
"07043A002 01008",2009,2010,"7","7"
"07044A002 01143",2009,2010,"6","6"
"13516G064C02119",2009,2010,"6","6"
"13520 064 02112",2009,2010,"6","6"
"13521 064 02087",2009,2010,"7","7"
"13522 064 02062",2009,2010,"7","7"
"13523 064 02057",2009,2010,"7","7"
"13527 064 02005",2009,2010,"7","7"
"13528 064 01962",2009,2010,"7","7"
"13528A064C01963",2009,2010,"7","7"
"08470 002C02211",2009,2010,"6","6"
"08470R002C02210",2009,2010,"6","5"
"13531 064 01912",2009,2010,"7","7"
"13533 064 01862",2009,2010,"7","7"
"13537 064 01811",2009,2010,"7","7"
"13538 064 01780",2009,2010,"7","7"
"08205 01W 00622",2009,2010,"7","7"
"08205R01WC00621",2009,2010,"5","5"
"13538A064 01780",2009,2010,"7","7"
"13540 064 01743",2009,2010,"7","7"
"13540A064 01743",2009,2010,"7","7"
"13541 064 01722",2009,2010,"7","7"
"13541A064 01722",2009,2010,"7","7"
"17365 002 01597",2009,2010,"7","7"
"08782A001 30265",2009,2010,"7","7"
"09392 047 07370",2009,2010,"7","7"
"09254D047 07394",2009,2010,"5","5"
"09254E061C00157",2009,2010,"5","5"
"09254F061C00152",2009,2010,"7","7"
"09254G061C00114",2009,2010,"6","6"
"09254H061C00118",2009,2010,"6","6"
"09255 061 00139",2009,2010,"7","7"
"09282 061 00214",2009,2010,"7","7"
"09282A061 00212",2009,2010,"7","7"
"09283 061 00207",2009,2010,"7","7"
"08198 001 29755",2009,2010,"7","7"
"08199A001C29712",2009,2010,"7","7"
"08201 001 29646",2009,2010,"5","5"
"09284 061 00202",2009,2010,"7","7"
"08958G061 00352",2009,2010,"6","6"
"08958H061 00388",2009,2010,"6","6"
"08958I061 00388",2009,2010,"6","6"
"16302 064 01982",2009,2010,"7","7"
"08575Q001 30233",2009,2010,"6","6"
"08575R001 30235",2009,2010,"6","6"
"08583 001 30199",2009,2010,"6","6"
"08588A002 00024",2009,2010,"5","5"
"08588B002 00002",2009,2010,"5","5"
"08588C002 00020",2009,2010,"5","5"
"08588D001 30150",2009,2010,"6","6"
"16188 064 02525",2009,2010,"6","6"
"09059 123 01243",2009,2010,"6","6"
"08958 061 00358",2009,2010,"6","6"
"08958B061 00372",2009,2010,"5","5"
"08958D061 00352",2009,2010,"6","6"
"08958E001C30306",2009,2010,"6","6"
"08958F061 00352",2009,2010,"6","6"
"09279 061 00233",2009,2010,"6","6"
"09280 061 00233",2009,2010,"7","7"
"09281 061 00220",2009,2010,"6","6"
"06895 01W 00167",2009,2010,"6","6"
"06895R026 00002",2009,2010,"6","6"
"06896 01W 00161",2009,2010,"7","7"
"06924 002 04027",2009,2010,"6","6"
"08193 061C00052",2009,2010,"6","6"
"06945A002 01782",2009,2010,"7","7"
"08194 003 00009",2009,2010,"5","5"
"08194R003 00010",2009,2010,"6","6"
"08195 001 29923",2009,2010,"6","6"
"08196 001 29883",2009,2010,"7","7"
"09711 064 01680",2009,2010,"7","7"
"09711A064 01680",2009,2010,"7","7"
"18674 047C07132",2009,2010,"6","6"
"08589A001 30150",2009,2010,"5","5"
"08589B001 30150",2009,2010,"5","5"
"08589D001 30150",2009,2010,"5","5"
"08590C001 30069",2009,2010,"6","6"
"08590D001 30068",2009,2010,"7","7"
"08590Y001C30068",2009,2010,"7","7"
"08591A061C00109",2009,2010,"7","7"
"08591B001C30046",2009,2010,"7","7"
"08591C001 30010",2009,2010,"7","7"
"08591D001 30012",2009,2010,"7","7"
"08591E061 00053",2009,2010,"6","6"
"08591F061 00048",2009,2010,"6","6"
"06945 002 01782",2009,2010,"7","7"
"19660 001C30123",2009,2010,"7","7"
"07031A068 00225",2009,2010,"7","7"
"07032A002 00355",2009,2010,"6","6"
"18067 002 03783",2009,2010,"7","7"
"08437 001 29655",2009,2010,"6","6"
"09153 01W 00129",2009,2010,"5","5"
"09153R026 00002",2009,2010,"6","6"
"08037 002C02503",2009,2010,"6","6"
"07333 001 30838",2009,2010,"6","6"
"18940 02W 01000",2009,2010,"7","7"
"05195A01W 00193",2009,2010,"6","6"
"02194A002 03898",2009,2010,"5","5"
"08392C001C29717",2009,2010,"7","7"
"08392D001C29709",2009,2010,"7","7"
"09249 061C00113",2009,2010,"7","7"
"09249T061 00197",2009,2010,"7","7"
"09250 061 00192",2009,2010,"7","7"
"09154 061 00071",2009,2010,"6","6"
"09155 061 00088",2009,2010,"7","7"
"09156 061C00060",2009,2010,"6","6"
"09157 061C00100",2009,2010,"6","6"
"09158 061C00102",2009,2010,"5","5"
"09159 061C00078",2009,2010,"6","6"
"09160 061 00109",2009,2010,"6","6"
"09161 061 00118",2009,2010,"7","7"
"09377 002 04196",2009,2010,"6","6"
"09382 002 04131",2009,2010,"4","4"
"09391 047 07341",2009,2010,"6","6"
"02193B002 03783",2009,2010,"6","6"
"07981A002 00182",2009,2010,"6","6"
"06767 026 00099",2009,2010,"5","5"
"06767A026 00098",2009,2010,"6","6"
"09251 061C00189",2009,2010,"6","6"
"09252 061 00177",2009,2010,"6","6"
"09268 061 00310",2009,2010,"6","6"
"08401B068C00037",2009,2010,"7","7"
"08402 123 01041",2009,2010,"7","7"
"09268A02W 00121",2009,2010,"5","5"
"09268B02W 00117",2009,2010,"5","5"
"09268E02W 00146",2009,2010,"5","5"
"09268N061 00284",2009,2010,"5","5"
"09268S061 00284",2009,2010,"5","5"
"09268W061 00284",2009,2010,"5","5"
"09276 061 00245",2009,2010,"7","7"
"09277 061 00235",2009,2010,"6","6"
"09278 061 00225",2009,2010,"7","7"
"16506 001C30686",2009,2010,"7","7"
"16509 02W 00184",2009,2010,"7","7"
"16510 02W 00174",2009,2010,"7","7"
"08322 01W 00526",2009,2010,"6","6"
"16511 02WC00170",2009,2010,"7","7"
"08328 001 30038",2009,2010,"6","6"
"08575 001 30229",2009,2010,"6","6"
"07999 068 00226",2009,2010,"7","6"
"07999C068 00243",2009,2010,"7","7"
"N8588E001 30170",2009,2010,"6","6"
"09555 064 02632",2009,2010,"6","6"
"07297 01EX00487",2009,2010,"7","7"
"07298 01EX00446",2009,2010,"7","7"
"08573 001 30253",2009,2010,"6","6"
"08574 001 30243",2009,2010,"6","6"
"06671 002 02809",2009,2010,"5","5"
"08589C001 30150",2009,2010,"5","5"
"06671A002 02809",2009,2010,"7","7"
"06683A01WX00031",2009,2010,"6","6"
"06686C01WX00550",2009,2010,"6","6"
"08692 002 03712",2009,2010,"7","7"
"09253 061 00172",2009,2010,"6","6"
"09254A061C00209",2009,2010,"7","7"
"09254B061 00165",2009,2010,"6","6"
"09254C047 07397",2009,2010,"5","5"
"07758C01W 00740",2009,2010,"7","7"
"01983 01W 00325",2009,2010,"5","5"
"07400A01EX00575",2009,2010,"7","7"
"01984 01W 00350",2009,2010,"6","6"
"05054 026 00077",2009,2010,"6","6"
"09316A001 30670",2009,2010,"6","6"
"05290 01EX00386",2009,2010,"4","4"
"02176 002 03512",2009,2010,"5","5"
"02176A002 03512",2009,2010,"5","5"
"00823 125 01601",2009,2010,"4","4"
"05195B01W 00198",2009,2010,"6","6"
"N8958A001 30299",2009,2010,"5","5"
"R2163A002 00659",2009,2010,"5","5"
"R7025B002C00202",2009,2010,"7","7"
"R7026A059 00182",2009,2010,"6","6"
"R7040A01EX00022",2009,2010,"7","7"
"02641A02W 01077",2009,2010,"7","7"
"02014A02W 01123",2009,2010,"N","6"
"02019 125 00185",2009,2010,"5","5"
"02682 002 03360",2009,2010,"N","N"
"04566B068 00710",2009,2010,"7","7"
"07036 002C00132",2009,2010,"6","6"
"07088A002 01213",2009,2010,"6","6"
"07089A002 01303",2009,2010,"7","7"
"08882 001 30592",2009,2010,"6","6"
"08883 001 30622",2009,2010,"6","6"
"01994 068 00224",2009,2010,"5","5"
"09666 123 01115",2009,2010,"7","7"
"09667 064 02327",2009,2010,"7","7"
"H8588A002 00002",2009,2010,"6","6"
"02529 061 00332",2009,2010,"6","6"
"02565 002 02433",2009,2010,"N","N"
"R8588E001 30150",2009,2010,"6","6"
"S8588E001 30170",2009,2010,"6","6"
"S8958A001 30299",2009,2010,"5","5"
"01726 120 00038",2009,2010,"6","6"
"02008A01E 00443",2009,2010,"7","7"
"02010 01W 00486",2009,2010,"5","5"
"07498A002 01339",2009,2010,"7","7"
"01185A003 00400",2009,2010,"7","7"
"05194 01W 00141",2009,2010,"6","6"
"05194R026 00002",2009,2010,"5","5"
"01740 02W 01319",2009,2010,"7","7"
"00840 125 01950",2009,2010,"4","4"
"00841 125 02003",2009,2010,"4","4"
"04516A001 30793",2009,2010,"5","5"
"04517 01WX00511",2009,2010,"5","5"
"04518 01WX00484",2009,2010,"5","5"
"04527 125 01376",2009,2010,"6","6"
"04528 125 01498",2009,2010,"7","7"
"04534 125 01972",2009,2010,"7","7"
"04543 125 02221",2009,2010,"7","7"
"02350A01EX00020",2009,2010,"6","6"
"13514C064 02271",2008,2009,"N","5"
"01377A001 30838",2009,2010,"5","5"
"01377C01EX00441",2009,2010,"5","5"
"02062A002 04014",2009,2010,"5","5"
"02062B002 04014",2009,2010,"7","7"
"02237A01E 00262",2009,2010,"6","6"
"02063 002 04155",2009,2010,"6","5"
"02063A002C04157",2009,2010,"4","4"
"13514D002C00664",2008,2009,"5","5"
"13514E002C00676",2008,2009,"7","7"
"02097 01E 00159",2009,2010,"6","6"
"06497 123 00091",2009,2010,"7","7"
"02733B01WX00052",2009,2010,"7","7"
"02733C01WX00014",2009,2010,"7","7"
"02163A002 00673",2009,2010,"5","5"
"09059 123 01243",2010,2011,"6","6"
"09160 061 00109",2010,2011,"6","5"
"09161 061 00118",2010,2011,"7","7"
"09711 064 01680",2010,2011,"7","7"
"09711A064 01680",2010,2011,"7","7"
"09666 123 01115",2010,2011,"7","7"
"09667 064 02327",2010,2011,"7","6"
"06498 123 00027",2009,2010,"6","6"
"09555 064 02632",2010,2011,"6","5"
"08328 001 30038",2010,2011,"6","6"
"08205R01WC00621",2010,2011,"5","5"
"07088A002 01213",2010,2011,"6","6"
"07089A002 01303",2010,2011,"7","7"
"07108A125 02193",2010,2011,"6","6"
"N8958A001 30299",2010,2011,"5","5"
"R2163A002 00659",2010,2011,"5","5"
"17124 000000000",2010,2011,"7","6"
"17082 01EC00450",2010,2011,"7","7"
"17107 001C30731",2010,2011,"7","7"
"09377 002 04196",2010,2011,"6","6"
"09382 002 04131",2010,2011,"4","4"
"17108 001C30734",2010,2011,"7","7"
"09154 061 00071",2010,2011,"6","6"
"09155 061 00088",2010,2011,"7","7"
"09156 061C00060",2010,2011,"6","6"
"09157 061C00100",2010,2011,"6","6"
"09158 061C00102",2010,2011,"5","5"
"09159 061C00078",2010,2011,"6","6"
"16506 001C30686",2010,2011,"7","7"
"16509 02W 00184",2010,2011,"7","7"
"16510 02W 00174",2010,2011,"7","7"
"16511 02WC00170",2010,2011,"7","7"
"16526 001 30759",2010,2011,"6","6"
"08782A001 30265",2010,2011,"7","7"
"09249 061C00113",2010,2011,"7","7"
"09249T061 00197",2010,2011,"7","6"
"09250 061 00192",2010,2011,"7","7"
"09251 061C00189",2010,2011,"6","6"
"09252 061 00177",2010,2011,"6","6"
"09253 061 00172",2010,2011,"6","6"
"09254A061C00209",2010,2011,"7","7"
"09254B061 00165",2010,2011,"6","6"
"09254C047 07397",2010,2011,"5","5"
"09254D047 07394",2010,2011,"5","5"
"09282 061 00214",2010,2011,"7","7"
"09282A061 00212",2010,2011,"7","7"
"09283 061 00207",2010,2011,"7","7"
"09284 061 00202",2010,2011,"7","7"
"05290 01EX00386",2010,2011,"4","4"
"06497 123 00091",2010,2011,"7","7"
"09278 061 00225",2010,2011,"7","7"
"09279 061 00233",2010,2011,"6","6"
"09280 061 00233",2010,2011,"7","7"
"09281 061 00220",2010,2011,"6","6"
"08590D001 30068",2010,2011,"7","7"
"08590Y001C30068",2010,2011,"7","7"
"08591A061C00109",2010,2011,"7","7"
"08591B001C30046",2010,2011,"7","7"
"08591C001 30010",2010,2011,"7","7"
"08591D001 30012",2010,2011,"7","7"
"08591E061 00053",2010,2011,"6","6"
"08591F061 00048",2010,2011,"6","6"
"06498 123 00027",2010,2011,"6","6"
"07036 002C00132",2010,2011,"6","6"
"07040 01EX00020",2010,2011,"7","7"
"08958 061 00358",2010,2011,"6","6"
"08958B061 00372",2010,2011,"5","5"
"08958D061 00352",2010,2011,"6","6"
"08958E001C30306",2010,2011,"6","6"
"08958F061 00352",2010,2011,"6","6"
"08958G061 00352",2010,2011,"6","6"
"08958H061 00388",2010,2011,"6","6"
"08958I061 00388",2010,2011,"6","6"
"08575Q001 30233",2010,2011,"6","6"
"16534 001C30322",2010,2011,"7","6"
"16535 001C30309",2010,2011,"7","7"
"18067 002 03783",2010,2011,"7","7"
"18940 02W 01000",2010,2011,"7","7"
"17365 002 01597",2010,2011,"7","7"
"17368 047C07219",2010,2011,"7","6"
"08437 001 29655",2010,2011,"6","6"
"08573 001 30253",2010,2011,"6","6"
"08574 001 30243",2010,2011,"6","6"
"08575 001 30229",2010,2011,"6","6"
"01740 02W 01319",2010,2011,"7","7"
"09391 047 07341",2010,2011,"6","6"
"01994 068 00224",2010,2011,"5","5"
"16926 01E 00440",2010,2011,"7","6"
"00823 125 01601",2010,2011,"4","5"
"00840 125 01950",2010,2011,"4","4"
"00841 125 02003",2010,2011,"4","4"
"02176 002 03512",2010,2011,"5","5"
"09392 047 07370",2010,2011,"7","7"
"09254G061C00114",2010,2011,"6","6"
"09254H061C00118",2010,2011,"6","6"
"08193 061C00052",2010,2011,"6","6"
"08194 003 00009",2010,2011,"5","5"
"08194R003 00010",2010,2011,"6","6"
"08195 001 29923",2010,2011,"6","6"
"08196 001 29883",2010,2011,"7","7"
"08401B068C00037",2010,2011,"7","7"
"08402 123 01041",2010,2011,"7","7"
"08470 002C02211",2010,2011,"6","6"
"08470R002C02210",2010,2011,"5","5"
"05195B01W 00198",2010,2011,"6","6"
"17064 001C29705",2010,2011,"7","7"
"07999 068 00226",2010,2011,"6","6"
"07999C068 00243",2010,2011,"7","7"
"05194R026 00002",2010,2011,"5","5"
"05195A01W 00193",2010,2011,"6","6"
"07043A002 01008",2010,2011,"7","7"
"07044A002 01143",2010,2011,"6","6"
"02176A002 03512",2010,2011,"5","5"
"01983 01W 00325",2010,2011,"5","5"
"02194A002 03898",2010,2011,"5","5"
"02019 125 00185",2010,2011,"5","5"
"18674 047C07132",2010,2011,"6","6"
"08692 002 03712",2010,2011,"7","7"
"16553 002C00280",2010,2011,"7","7"
"16302 064 01982",2010,2011,"7","7"
"16188 064 02525",2010,2011,"6","6"
"17176 001C29721",2010,2011,"6","6"
"06671 002 02809",2010,2011,"5","5"
"06671A002 02809",2010,2011,"7","7"
"17208 002 01443",2010,2011,"7","7"
"17212 002 01405",2010,2011,"7","7"
"17213 002 01522",2010,2011,"7","7"
"08575R001 30235",2010,2011,"6","6"
"08583 001 30199",2010,2011,"6","5"
"08588A002 00024",2010,2011,"5","5"
"08322 01W 00526",2010,2011,"6","6"
"08997 001 30493",2010,2011,"7","6"
"09316A001 30670",2010,2011,"6","6"
"08588B002 00002",2010,2011,"5","5"
"08588C002 00020",2010,2011,"5","4"
"08588D001 30150",2010,2011,"6","6"
"06767 026 00099",2010,2011,"5","5"
"09254E061C00157",2010,2011,"5","5"
"09254F061C00152",2010,2011,"7","7"
"02237A01E 00262",2010,2011,"6","5"
"19660 001C30123",2010,2011,"7","7"
"08198 001 29755",2010,2011,"7","7"
"09268W061 00284",2010,2011,"5","5"
"09276 061 00245",2010,2011,"7","7"
"08199A001C29712",2010,2011,"7","7"
"07031A068 00225",2010,2011,"7","7"
"07032A002 00355",2010,2011,"6","6"
"09277 061 00235",2010,2011,"6","6"
"08392C001C29717",2010,2011,"7","7"
"08392D001C29709",2010,2011,"7","7"
"08589C001 30150",2010,2011,"5","6"
"08589D001 30150",2010,2011,"5","5"
"08590C001 30069",2010,2011,"6","6"
"02350A01EX00020",2010,2011,"6","6"
"02529 061 00332",2010,2011,"6","6"
"09255 061 00139",2010,2011,"7","7"
"09268 061 00310",2010,2011,"6","6"
"09268A02W 00121",2010,2011,"5","5"
"09268B02W 00117",2010,2011,"5","5"
"09268E02W 00146",2010,2011,"5","5"
"09268N061 00284",2010,2011,"5","5"
"09268S061 00284",2010,2011,"5","5"
"06683A01WX00031",2010,2011,"6","6"
"08995C01EX00592",2010,2011,"6","6"
"08996 123 00533",2010,2011,"6","6"
"08589A001 30150",2010,2011,"5","5"
"08037 002C02503",2010,2011,"6","6"
"08589B001 30150",2010,2011,"5","5"
"08201 001 29646",2010,2011,"5","5"
"08202 001 29634",2010,2011,"7","7"
"08203B001 29604",2010,2011,"5","5"
"08205 01W 00622",2010,2011,"7","7"
"05054 026 00077",2010,2011,"6","6"
"13507B064C02479",2010,2011,"7","7"
"06895R026 00002",2010,2011,"6","6"
"06896 01W 00161",2010,2011,"7","6"
"06924 002 04027",2010,2011,"6","6"
"07297 01EX00487",2010,2011,"7","7"
"07298 01EX00446",2010,2011,"7","7"
"06686C01WX00550",2010,2011,"6","6"
"06895 01W 00167",2010,2011,"6","6"
"06945 002 01782",2010,2011,"7","7"
"06945A002 01782",2010,2011,"7","7"
"07498A002 01339",2010,2011,"7","7"
"04516A001 30793",2010,2011,"5","5"
"04517 01WX00511",2010,2011,"5","5"
"04518 01WX00484",2010,2011,"5","5"
"04527 125 01376",2010,2011,"6","6"
"H8588A002 00002",2010,2011,"6","6"
"N8588E001 30170",2010,2011,"6","6"
"13514B002C00672",2010,2011,"7","7"
"13514C064 02271",2010,2011,"5","5"
"13514D002C00664",2010,2011,"5","5"
"13514E002C00676",2010,2011,"6","6"
"13514F002 00694",2010,2011,"6","6"
"13514H002 00660",2010,2011,"5","5"
"13514I064 02224",2010,2011,"7","7"
"13514L002 00683",2010,2011,"7","7"
"13507 064 02475",2010,2011,"7","7"
"13507A064 02475",2010,2011,"7","6"
"07981A002 00182",2010,2011,"6","6"
"02733B01WX00052",2010,2011,"7","7"
"02733C01WX00014",2010,2011,"7","7"
"07333 001 30838",2010,2011,"6","6"
"04543 125 02221",2010,2011,"7","7"
"06767A026 00098",2010,2011,"6","6"
"04566B068 00710",2010,2011,"7","7"
"04528 125 01498",2010,2011,"7","6"
"04534 125 01972",2010,2011,"7","7"
"R7025B002C00202",2010,2011,"7","7"
"R7026A059 00182",2010,2011,"6","6"
"R7040A01EX00022",2010,2011,"7","6"
"R8588E001 30150",2010,2011,"6","6"
"S8588E001 30170",2010,2011,"6","6"
"S8958A001 30299",2010,2011,"5","5"
"07758C01W 00740",2010,2011,"7","7"
"13516 002 00582",2010,2011,"6","6"
"13520 064 02112",2010,2011,"6","6"
"13521 064 02087",2010,2011,"7","6"
"13522 064 02062",2010,2011,"7","6"
"13523 064 02057",2010,2011,"7","6"
"13527 064 02005",2010,2011,"7","7"
"13528 064 01962",2010,2011,"7","7"
"13528A064C01963",2010,2011,"7","6"
"13531 064 01912",2010,2011,"7","6"
"13533 064 01862",2010,2011,"7","7"
"13537 064 01811",2010,2011,"7","6"
"13541A064 01722",2010,2011,"7","7"
"16358 001C30298",2010,2011,"6","6"
"13541 064 01722",2010,2011,"7","7"
"01984 01W 00350",2010,2011,"6","6"
"01726 120 00038",2010,2011,"6","6"
"02193B002 03783",2010,2011,"6","6"
"09015A001 30686",2010,2011,"6","6"
"07400A01EX00575",2010,2011,"7","6"
"02008A01E 00443",2010,2011,"7","7"
"02682 002 03360",2010,2011,"N","N"
"09000 001 30468",2010,2011,"7","6"
"09002 001 30443",2010,2011,"6","6"
"09007 001 30418",2010,2011,"6","6"
"09011 001 30398",2010,2011,"7","7"
"09012 001 30388",2010,2011,"7","7"
"02010 01W 00486",2010,2011,"5","5"
"02014A02W 01123",2010,2011,"6","6"
"02097 01E 00159",2010,2011,"6","6"
"01185A003 00400",2010,2011,"7","7"
"13516A064 02159",2010,2011,"7","7"
"13516C064C02151",2010,2011,"7","6"
"13516D064C02159",2010,2011,"7","6"
"13516F064C02138",2010,2011,"7","7"
"13516G064C02119",2010,2011,"6","6"
"13538 064 01780",2010,2011,"7","6"
"13538A064 01780",2010,2011,"7","6"
"13540 064 01743",2010,2011,"7","7"
"02565 002 02433",2010,2011,"N","N"
"02641A02W 01077",2010,2011,"7","7"
"02062A002 04014",2010,2011,"5","5"
"02062B002 04014",2010,2011,"7","7"
"04518 01WX00484",2011,2012,"5","5"
"04527 125 01376",2011,2012,"6","6"
"04528 125 01498",2011,2012,"6","6"
"04534 125 01972",2011,2012,"7","7"
"04543 125 02221",2011,2012,"7","7"
"04566B068 00710",2011,2012,"7","7"
"16526 001 30759",2011,2012,"6","6"
"04516A001 30793",2011,2012,"5","6"
"04517 01WX00511",2011,2012,"5","5"
"00823 125 01601",2011,2012,"5","6"
"01185A003 00400",2011,2012,"7","7"
"00840 125 01950",2011,2012,"4","4"
"13540A064 01743",2010,2011,"7","7"
"16055 064 02434",2010,2011,"7","7"
"16055A064 02433",2010,2011,"7","7"
"05194 01W 00141",2010,2011,"6","6"
"02063 002 04155",2010,2011,"5","5"
"02063A002C04157",2010,2011,"4","4"
"02163A002 00673",2010,2011,"5","5"
"01377A001 30838",2010,2011,"5","5"
"01377C01EX00441",2010,2011,"5","5"
"13527 064 02005",2011,2012,"7","7"
"16534 001C30322",2011,2012,"6","6"
"16535 001C30309",2011,2012,"7","7"
"16553 002C00280",2011,2012,"7","7"
"02350A01EX00020",2011,2012,"6","6"
"00841 125 02003",2011,2012,"4","4"
"01740 02W 01319",2011,2012,"7","7"
"16302 064 01982",2011,2012,"7","6"
"08037 002C02503",2011,2012,"6","6"
"18940 02W 01000",2011,2012,"7","7"
"01377A001 30838",2011,2012,"5","5"
"01377C01EX00441",2011,2012,"5","5"
"16926 01E 00440",2011,2012,"6","6"
"17124 000000000",2011,2012,"6","6"
"07758C01W 00740",2011,2012,"7","6"
"17176 001C29721",2011,2012,"6","6"
"06686C01WX00550",2011,2012,"6","6"
"18067 002 03783",2011,2012,"7","7"
"08193 061C00052",2011,2012,"6","6"
"08198 001 29755",2011,2012,"7","7"
"07981A002 00182",2011,2012,"6","6"
"08194 003 00009",2011,2012,"5","5"
"08194R003 00010",2011,2012,"6","6"
"08195 001 29923",2011,2012,"6","6"
"08196 001 29883",2011,2012,"7","7"
"07999 068 00226",2011,2012,"6","6"
"07999C068 00243",2011,2012,"7","7"
"06767 026 00099",2011,2012,"5","6"
"06767A026 00098",2011,2012,"6","6"
"17365 002 01597",2011,2012,"7","7"
"17368 047C07219",2011,2012,"6","6"
"13514E002C00676",2011,2012,"6","6"
"13514F002 00694",2011,2012,"6","6"
"06497 123 00091",2011,2012,"7","7"
"06498 123 00027",2011,2012,"6","6"
"13523 064 02057",2011,2012,"6","6"
"08882 001 30592",2010,2011,"6","6"
"02529 061 00332",2011,2012,"6","6"
"02565 002 02433",2011,2012,"N","N"
"08692 002 03712",2011,2012,"7","7"
"17208 002 01443",2011,2012,"7","7"
"17212 002 01405",2011,2012,"7","6"
"17213 002 01522",2011,2012,"7","7"
"07400A01EX00575",2011,2012,"6","6"
"20855 002 03898",2011,2012,"7","7"
"18674 047C07132",2011,2012,"6","6"
"09250 061 00192",2011,2012,"7","6"
"09251 061C00189",2011,2012,"6","6"
"09252 061 00177",2011,2012,"6","6"
"09253 061 00172",2011,2012,"6","6"
"09254A061C00209",2011,2012,"7","7"
"09254B061 00165",2011,2012,"6","6"
"09254C047 07397",2011,2012,"5","5"
"09254D047 07394",2011,2012,"5","6"
"09249 061C00113",2011,2012,"7","7"
"09249T061 00197",2011,2012,"6","6"
"16506 001C30686",2011,2012,"7","7"
"16509 02W 00184",2011,2012,"7","7"
"16510 02W 00174",2011,2012,"7","7"
"16511 02WC00170",2011,2012,"7","7"
"02063A002C04157",2011,2012,"4","4"
"02097 01E 00159",2011,2012,"6","6"
"02641A02W 01077",2011,2012,"7","7"
"13507 064 02475",2011,2012,"7","7"
"13507A064 02475",2011,2012,"6","6"
"13507B064C02479",2011,2012,"7","7"
"13514B002C00672",2011,2012,"7","7"
